lang	lang_id	grade	grade_id	book	book_id	chapter	chapter_id	link
English	english	Grade 10	grade-10	Science Part I - New Syllabus	science-part-i-new-syllabus	Science Part I	science-part-i	http://www.edupub.gov.lk/Administrator/English/10/science%20G-10%20P-I%20E/science%20G-10%20P-I%20E.pdf
English	english	Grade 10	grade-10	Civic Education - New Syllabus	civic-education-new-syllabus	Civic Education	civic-education	http://www.edupub.gov.lk/Administrator/English/10/civic%20G-10%20E/civic%20G-10%20E.pdf
English	english	Grade 10	grade-10	Geography - New Syllabus	geography-new-syllabus	Geography	geography	http://www.edupub.gov.lk/Administrator/English/10/geo%20G-10%20E/geo%20G-10%20E.pdf
English	english	Grade 10	grade-10	History	history	History	history	http://www.edupub.gov.lk/Administrator/English/10/history%2010%20E/histoy%20G-10%20E.pdf
English	english	Grade 10	grade-10	Catholicism	catholicism	Catholicism	catholicism	http://www.edupub.gov.lk/Administrator/English/10/Catholicism%2010%20E/katholika%20G-10%20E.pdf
English	english	Grade 11	grade-11	Mathematics Part I - New Syllabus	mathematics-part-i-new-syllabus	Mathematics Part I	mathematics-part-i	http://www.edupub.gov.lk/Administrator/English/11/maths%20g-11%20p-I%20E/maths%20g-11%20p-I%20E.pdf
English	english	Grade 11	grade-11	Mathematics Part II - New Syllabus	mathematics-part-ii-new-syllabus	Mathematics Part II	mathematics-part-ii	http://www.edupub.gov.lk/Administrator/English/11/maths%20g-11%20p-II%20E/maths%20g-11%20p-II%20E.pdf
English	english	Grade 11	grade-11	Mathematics Part III - New Syllabus	mathematics-part-iii-new-syllabus	Mathematics Part III	mathematics-part-iii	http://www.edupub.gov.lk/Administrator/English/11/maths%20g-11%20p-III%20E/maths%20g-11%20p-III%20E.pdf
English	english	Grade 11	grade-11	Entrepreneurial Studies - New Syllabus	entrepreneurial-studies-new-syllabus	Entrepreneurial Studies	entrepreneurial-studies	http://www.edupub.gov.lk/Administrator/English/11/entrepreG-11%20E/entrep%20G-11%20E.pdf
English	english	Grade 11	grade-11	Health & Physical Education – new Syllabus	health-physical-education-new-syllabus	Health & Physical Education	health-physical-education	http://www.edupub.gov.lk/Administrator/English/11/health%20G-11%20E/Health%20&%20physical%20G-11-%20Inner_V3.pdf
English	english	Grade 11	grade-11	Civic Education - New Syllabus	civic-education-new-syllabus	Civic Education	civic-education	http://www.edupub.gov.lk/Administrator/English/11/civic%20G11E/book.pdf
English	english	Grade 11	grade-11	Information and Communication Technology - New Syllabus	information-and-communication-technology-new-syllabus	Information and Communication Technology	information-and-communication-technology	http://www.edupub.gov.lk/Administrator/English/11/ICT%20G-11%20E/ICT%20G-11%20E.pdf
English	english	Grade 11	grade-11	Science Part I - New Syllabus	science-part-i-new-syllabus	Science Part I	science-part-i	http://www.edupub.gov.lk/Administrator/English/11/science%20G-11%20P-I%20E/science%20G-11%20P-I%20E.pdf
English	english	Grade 11	grade-11	Business & Accounting Studies - New Syllabus	business-accounting-studies-new-syllabus	Business & Accounting Studies	business-accounting-studies	http://www.edupub.gov.lk/Administrator/English/11/business%20St%20G-11%20E/business%20G-11%20E.pdf
English	english	Grade 11	grade-11	English work book - New syllabus	english-work-book-new-syllabus	English work book	english-work-book	http://www.edupub.gov.lk/Administrator/English/11/en%20wb%20g-11/english%20WBg-11.pdf
English	english	Grade 11	grade-11	English Pupils Book - New syllsbus	english-pupils-book-new-syllsbus	English Pupils Book	english-pupils-book	http://www.edupub.gov.lk/Administrator/English/11/english%20PB%20G-11/book.pdf
English	english	Grade 11	grade-11	Geography - New Syllabus	geography-new-syllabus	Geography	geography	http://www.edupub.gov.lk/Administrator/English/11/geo%20G-11%20E/geography%20G-11%20E.pdf
English	english	Grade 11	grade-11	Science Part II - New Syllabus	science-part-ii-new-syllabus	Science Part II	science-part-ii	http://www.edupub.gov.lk/Administrator/English/11/science%20G-11%20P-II%20E/science%20G-11%20%20P-II%20E.pdf
English	english	Grade 11	grade-11	History	history	History	history	http://www.edupub.gov.lk/Administrator/English/11/history%2011%20E/history%20G-11%20E.pdf
English	english	Grade 11	grade-11	Catholicism	catholicism	Catholicism	catholicism	http://www.edupub.gov.lk/Administrator/English/11/Catholicism%2011%20E/katholika%20G-11%20E.pdf
English	english	Grade 12/13	grade-12-13	General English	general-english	General English	general-english	http://www.edupub.gov.lk/Administrator/English/17/general%20E%2012/general%20english.pdf
Sinhala	sinhala	Grade 1	grade-1	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/1/budda%20g-1%20S/budda%20g-1%20S.pdf
Sinhala	sinhala	Grade 1	grade-1	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/1/catho%20g1%20S/catholic%20g1%20S.pdf
Sinhala	sinhala	Grade 1	grade-1	ක්‍රිස්තියානි ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තියානි ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/1/kristhu%20g1%20S/kristhu%20g1%20S.pdf
Sinhala	sinhala	Grade 1	grade-1	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම්	-	http://www.edupub.gov.lk/Administrator/Sinhala/1/islam%20gi%20S/islam%20gi%20S.pdf
Sinhala	sinhala	Grade 1	grade-1	ගණිතය - නව විෂය නිර්දේශය	-	ගණිතය	-	http://www.edupub.gov.lk/Administrator/Sinhala/1/maths%20g-1%20s/maths%20g-1%20s.pdf
Sinhala	sinhala	Grade 1	grade-1	සිංහල වැඩ පොත - නව විෂය නිර්දේශය	-	සිංහල වැඩ පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/1/sin%20wb%20g-1/sin%20wb%20g-1.pdf
Sinhala	sinhala	Grade 1	grade-1	සිංහල කියවීම් පොත - නව විශය නිර්දේශය	-	සිංහල කියවීම් පොත - නව විශය නිර්දේශය	-	http://www.edupub.gov.lk/Administrator/Sinhala/1/sin%20pb%20g-1/sin%20pb%20g-1.pdf
Sinhala	sinhala	Grade 2	grade-2	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/2/budda%20g-2/budda%20g-2.pdf
Sinhala	sinhala	Grade 2	grade-2	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම් ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/2/islam%20g-2%20S/islam%20g-2%20S.pdf
Sinhala	sinhala	Grade 2	grade-2	ක්‍රිස්තු ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තු ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/2/kristhu%20G-2%20S/kristhu%20G-2%20S.pdf
Sinhala	sinhala	Grade 2	grade-2	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/2/catho%20g2%20S/catho%20g2%20S.pdf
Sinhala	sinhala	Grade 2	grade-2	සිංහල කියවීම් පොත - නව විෂය නිර්දේශය	-	සිංහල කියවීම් පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/2/sin%20pb%20g-2/sin%20pb%20g-2.pdf
Sinhala	sinhala	Grade 2	grade-2	සිංහල වැඩ පොත - නව විෂය නිර්දේශය	-	සිංහල වැඩ පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/2/sin%20wb%20g-2/sin%20wb%20g-2.pdf
Sinhala	sinhala	Grade 2	grade-2	ගණිතය - නව විෂය නිර්දේශය	-	ගණිතය	-	http://www.edupub.gov.lk/Administrator/Sinhala/2/maths%20g-2%20S/A104348%20Maths%20Grade%202%20Sinhala%202020.pdf
Sinhala	sinhala	Grade 3	grade-3	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/3/budda%20g-3/budi%20g-3.pdf
Sinhala	sinhala	Grade 3	grade-3	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/3/kath%20g-3%20S/3%20Catholic%20Final_Neo.pdf
Sinhala	sinhala	Grade 3	grade-3	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම් ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/3/islam%20g-3%20S/islam%20g3%20S.pdf
Sinhala	sinhala	Grade 3	grade-3	ක්‍රිස්තියානි ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තියානි ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/3/kristhu%203%20S/kristhu%20%203%20S.pdf
Sinhala	sinhala	Grade 3	grade-3	සිංහල කියවීම් පොත - නව විෂය නිර්දේශය	-	සිංහල කියවීම් පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/3/sin%20pb%20g-3/si%20pb%20g-3.pdf
Sinhala	sinhala	Grade 3	grade-3	ගණිතය I කොටස - නව විෂය නිර්දේශය	-i-	ගණිතය I කොටස	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/3/maths%20g-3%20p-I%20S/maths%20g-3%20p-I%20S.pdf
Sinhala	sinhala	Grade 3	grade-3	ගණිතය II කොටස - නව විෂය නිර්දේශය	-ii-	ගණිතය II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/3/maths%20g3%20p-II%20S/maths%20g%203%20p-II%20S.pdf
Sinhala	sinhala	Grade 3	grade-3	සිංහල වැඩ පොත - නව විෂය නිර්දේශය	-	සිංහල වැඩ පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/3/sinhala%20WB%20g-3/sinhala%20wb%20G-3.pdf
Sinhala	sinhala	Grade 4	grade-4	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/4/budda%20g4%20S%20new/budda%20g-4.pdf
Sinhala	sinhala	Grade 4	grade-4	ක්‍රිස්තු ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තු ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/4/kristhu%20g4%20S/kristhu%20g4%20S.pdf
Sinhala	sinhala	Grade 4	grade-4	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/4/katholika%20g4%20S/katholika%204%20S.pdf
Sinhala	sinhala	Grade 4	grade-4	ඉස්ලාම් - නව විෂය නිර්දේශය	-	ඉස්ලාම්	-	http://www.edupub.gov.lk/Administrator/Sinhala/4/islam%20G-4%20S/islam%20G-4%20S.pdf
Sinhala	sinhala	Grade 4	grade-4	ගණිතය - නව විෂය නිර්දේශය	-	ගණිතය	-	http://www.edupub.gov.lk/Administrator/Sinhala/4/maths%20g-4%20S/Maths%20Grade%2004%20-%20(S)%20Binder..pdf
Sinhala	sinhala	Grade 4	grade-4	සිංහල කියවීම් පොත - නව විෂය නිර්දේශය	-	සිංහල කියවීම් පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/4/sinhala%20pb%20g-4/sinhala%20pb%20g-4.pdf
Sinhala	sinhala	Grade 5	grade-5	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/5/budfda%20g-5/budda%20g-5.pdf
Sinhala	sinhala	Grade 5	grade-5	ඉස්ලාම් - නව විෂය නිර්දේශය	-	ඉස්ලාම්	-	http://www.edupub.gov.lk/Administrator/Sinhala/5/islam%205%20S/islam5%20S.pdf
Sinhala	sinhala	Grade 5	grade-5	ක්‍රිස්තියානි ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තියානි ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/5/kristhu%20g5%20S/kristhu%20g5%20S.pdf
Sinhala	sinhala	Grade 5	grade-5	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/5/katholika%20g5%20S/katholika%20g5%20S.pdf
Sinhala	sinhala	Grade 5	grade-5	ගණිතය - නව විෂය නිර්දේශය	-	ගණිතය	-	http://www.edupub.gov.lk/Administrator/Sinhala/5/maths%20g%205%20S/Grade%205%20-%20Maths%20(S).pdf
Sinhala	sinhala	Grade 5	grade-5	සිංහල කියවීම් පොත - නව විෂය නිර්දේශය	-	සිංහල කියවීම් පොත	-	http://www.edupub.gov.lk/Administrator/Sinhala/5/sinhala%20pb%20g5/sinhala%20pb%20g5.pdf
Sinhala	sinhala	Grade 6	grade-6	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/6/budda%20g-6%20/budi%20g-6%20s.pdf
Sinhala	sinhala	Grade 6	grade-6	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/6/katholika%20g-6%20S/katholika%20g-6%20S.pdf
Sinhala	sinhala	Grade 6	grade-6	ක්‍රිස්තියානි ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තියානි ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/6/kristhu%20g6%20S/kristhu%206%20S.pdf
Sinhala	sinhala	Grade 6	grade-6	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම් ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/6/islam%20g6%20S/islam%20g6%20S.pdf
Sinhala	sinhala	Grade 6	grade-6	ගණිතය I කොටස - නව විෂය නිර්දේශය	-i-	ගණිතය I කොටස - නව විෂය නිර්දේශය	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/6/maths%20g6%20pI%20S/maths%20g6%20p-I%20S.pdf
Sinhala	sinhala	Grade 6	grade-6	ගණිතය II කොටස - නව විෂය නිර්දේශය	-ii-	ගණිතය II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/6/maths%20g-6%20p-II/maths%20g-6%20P-II%20S.pdf
Sinhala	sinhala	Grade 6	grade-6	භූගෝල විද්‍යාව - නව විෂය නිර්දේශය	-	භූගෝල විද්‍යාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/6/geo%20g-6S/geo%20g-6%20S.pdf
Sinhala	sinhala	Grade 6	grade-6	இரண்டாம் மொழி - தமிழ் புதிய பாடத்திட்டம்	-	1. சந்திப்போம்	1-	http://www.edupub.gov.lk/Administrator/Sinhala/6/Second%20Language%20G%206%20(T)/1.pdf
Sinhala	sinhala	Grade 6	grade-6	இரண்டாம் மொழி - தமிழ் புதிய பாடத்திட்டம்	-	2. படம் பார்த்துப் பேசுவோம் - 1	2-1	http://www.edupub.gov.lk/Administrator/Sinhala/6/Second%20Language%20G%206%20(T)/2.pdf
Sinhala	sinhala	Grade 6	grade-6	இரண்டாம் மொழி - தமிழ் புதிய பாடத்திட்டம்	-	3. இது என் குடும்பம்	3-	http://www.edupub.gov.lk/Administrator/Sinhala/6/Second%20Language%20G%206%20(T)/3.pdf
